2026-07-30 19:06:09,UNKNOWN_INTRUDER_ALERT,Unknown Person
2026-07-30 19:06:20,UNKNOWN_INTRUDER_ALERT,Unknown Person
2026-07-30 19:06:30,UNKNOWN_INTRUDER_ALERT,Unknown Person
2026-07-30 19:06:40,UNKNOWN_INTRUDER_ALERT,Unknown Person
2026-07-30 19:07:18,UNKNOWN_INTRUDER_ALERT,Unknown Person
2026-07-30 19:07:28,UNKNOWN_INTRUDER_ALERT,Unknown Person
2026-07-30 19:07:39,UNKNOWN_INTRUDER_ALERT,Unknown Person
2026-07-30 19:07:49,UNKNOWN_INTRUDER_ALERT,Unknown Person
2026-07-30 19:10:44,UNKNOWN_INTRUDER_ALERT,Unknown Person
2026-07-30 19:10:54,UNKNOWN_INTRUDER_ALERT,Unknown Person
2026-07-30 19:11:04,UNKNOWN_INTRUDER_ALERT,Unknown Person
2026-07-30 19:11:14,UNKNOWN_INTRUDER_ALERT,Unknown Person
2026-07-30 19:13:29,MEMBER_DETECTED,Admin
2026-07-30 19:13:39,MEMBER_DETECTED,Admin
2026-07-30 19:13:49,MEMBER_DETECTED,Admin
2026-07-30 19:14:00,MEMBER_DETECTED,Admin
2026-07-30 19:14:10,MEMBER_DETECTED,Admin
2026-07-30 19:14:20,MEMBER_DETECTED,Admin
2026-07-30 19:41:59,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:42:09,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:42:20,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:42:30,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:42:40,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:42:50,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:43:00,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:43:11,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:43:21,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:43:32,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:43:42,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:43:52,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:44:02,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:44:13,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:44:23,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:44:33,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:44:43,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:44:54,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:45:04,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:45:14,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:45:25,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:45:35,SPOOF_ATTEMPT,Fake Face Detected
